phone_number,street_address,hospital_name,longitude,latitude,Si/Do,Si/Gun/Gu,Eup/Myeon/Dong
053-633-1175,"대구광역시 달서구 진천로 78, 2층 (진천동)",애플동물병원,337643.3537,258327.4785,대구광역시,달서구,진천동 574-1번지
053-557-7582,대구광역시 달서구 장기로 207 (본리동),라파동물병원,338847.9666,261439.1881,대구광역시,달서구,본리동 62-6번지
053-563-7585,"대구광역시 달서구 달구벌대로 1580, VIP빌딩 1,2,3층 (감삼동)",(주)죽전동물메디컬센터,339032.202,262260.2085,대구광역시,달서구,감삼동 140-32
053-565-7175,대구광역시 달서구 와룡로 156 (감삼동),미소동물병원,338834.0754,261793.8685,대구광역시,달서구,감삼동 171-4번지
053-631-9966,대구광역시 달서구 비슬로 2746 (대곡동),24시프라임동물병원,336899.4654,257736.0284,대구광역시,달서구,대곡동 964번지
536310209,대구광역시 달서구 비슬로 2692 (대곡동),이솝동물병원,336426.7326,257483.2682,대구광역시,달서구,대곡동 7-6
053-638-7585,"대구광역시 달서구 조암로 4, 105호 (월성동, 그루메디컬)",앨리스in동물병원,338114.2953,259533.4922,대구광역시,달서구,월성동 1811 그루메디컬 105호
053-567-8275,대구광역시 달서구 용산로 52 (장기동),본리종합동물병원,338237.897,261308.0056,대구광역시,달서구,장기동 566-4번지
053-634-7582,대구광역시 달서구 월배로 165 (진천동),본 동물메디컬센터 외과동물병원,338386.3514,258529.6978,대구광역시,달서구,진천동 44-4
053-633-8811,"대구광역시 달서구 월배로 80, 401동 1층 127호 (진천동, 진천역 대성스카이렉스 상가)",해맑은동물병원,337646.4648,258084.5215,대구광역시,달서구,진천동 508번지 진천역 대성스키이렉스 상가1층 401동 127호
053-555-7585,대구광역시 달서구 두류공원로 267 (두류동),한마음종합동물병원,340628.2168,262980.5479,대구광역시,달서구,두류동 472-11
053-637-7501,"대구광역시 달서구 월배로 166, 1, 2, 5층 (상인동)",탑스동물메디컬센터,338403.6301,258465.723,대구광역시,달서구,상인동 1439-1
053-581-7582,대구광역시 달서구 이곡공원로 19 (이곡동),이곡종합동물병원,336289.8392,262745.8389,대구광역시,달서구,이곡동 1238-6번지
053-291-3336,대구광역시 북구 침산로 116 (침산동),아프리카 동물병원,343652.7411,266304.4694,대구광역시,북구,침산동 241-1
053-941-0553,대구광역시 북구 대현로 27 (대현동),북부동물병원,344723.1824,266253.209,대구광역시,북구,대현동 229-19
053-475-00799,대구광역시 북구 공항로 12 (복현동),준 동물병원,345891.3233,267577.4967,대구광역시,북구,복현동 209-1
341-1155,"대구광역시 북구 침산로 153, 101동 1층 A1호 (침산동, 명성푸르지오)",라라(Lara) 동물병원,343538.5631,266594.6065,대구광역시,북구,침산동 269-10 명성푸르지오 101동 A1호
053-357-7588,대구광역시 북구 칠곡중앙대로 373 (태전동),태전동물병원,339580.3315,270978.8417,대구광역시,북구,태전동 1068
053-312-7553,"대구광역시 북구 학정로 440, 101호 (구암동, 동재빌딩)",키다리동물병원,341072.1288,272624.3254,대구광역시,북구,구암동 765-2 동재빌딩 101호
053-383-0075,"대구광역시 북구 동북로 131, 105동 108,9호 (산격동, 양우내안에아파트 상가)",올리브동물병원,345111.3219,268011.4706,대구광역시,북구,산격동 1838
053-352-8277,대구광역시 북구 침산남로 61 (노원동1가),대구24시동물병원,342836.4052,266638.5675,대구광역시,북구,노원동1가 1-8
053-958-0075,대구광역시 북구 서변로 65-1 (서변동),가온동물병원,344020.9245,270198.0591,대구광역시,북구,서변동 1746-9
352-5630,대구광역시 북구 팔달로41길 12 (노원동2가),경북가축병원,341995.3859,266487.1882,대구광역시,북구,노원동2가 290-3
053-311-8275,"대구광역시 북구 칠곡중앙대로 301, 102호 (태전동)",칠곡종합동물병원,339514.1035,270241.4875,대구광역시,북구,태전동 415-1 102호
054-432-2292,경상북도 김천시 양금로 249 (황금동),가람가축병원,301117.0907,291238.1792,경상북도,김천시,황금동 17-12번지
054-434-6961,경상북도 김천시 자산로 104 (성내동),두산동물병원,300834.528,291708.3526,경상북도,김천시,성내동 181-6번지
054-434-6455,경상북도 김천시 김천로 65 (평화동),삼양가축병원,299880.6767,292314.9901,경상북도,김천시,평화동 245-12번지
054-439-0118,경상북도 김천시 구름다리2길 33 (평화동),우정 팜 크리닉,300533.2907,292288.0036,경상북도,김천시,평화동
054-430-8275,경상북도 김천시 김천로 188 (남산동),가야동물병원,300847.8724,291565.044,경상북도,김천시,남산동 12-3번지
054-435-8575,경상북도 김천시 부곡맛고을1길 87 (부곡동),지수동물병원,298375.2666,292073.6232,경상북도,김천시,부곡동 1504
054-435-7533,경상북도 김천시 양금로 231-1 (황금동),녹십자동물병원,301099.5741,291070.8348,경상북도,김천시,황금동 102-1번지
054-433-3130,경상북도 김천시 공단1길 164 (대광동),금오산낙농축협동물병원,302245.5637,294870.5264,경상북도,김천시,대광동 1088번지
054-433-7582,경상북도 김천시 자산로 184 (성내동),미래동물병원,300595.9857,292365.3026,경상북도,김천시,성내동 10-23번지
054-436-7577,"경상북도 김천시 시청로 95, 휴먼시아A동 상가2층 (신음동, 대신휴먼시아)",김천연합동물병원,300374.4693,293506.0861,경상북도,김천시,신음동 1313번지 대신휴먼시아
853-8008,경상북도 안동시 제비원로 118 (옥야동),서울종합동물병원,354001.8509,341561.8637,경상북도,안동시,옥야동 340-49번지
841-0025,"경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)",보경종합동물병원,353940.4769,341550.4013,경상북도,안동시,당북동 333-120번지
852-7582,경상북도 안동시 옥동1길 2 (옥동),안동제1 동물병원,352071.4981,341053.1551,경상북도,안동시,옥동 796-1번지
054-858-2233,"경상북도 안동시 옥서1길 70, 104동 703호 (옥동, 호반 베르디움)",대구가축병원,351528.2491,341468.11,경상북도,안동시,옥동 920-4번지 104동 703호
054-853-6676,경상북도 안동시 제비원로 135 (당북동),연합가축병원,353947.2616,341726.3039,경상북도,안동시,당북동 311-7번지
054-853-6675,경상북도 안동시 제비원로 109 (당북동),황동물병원,353952.364,341477.8731,경상북도,안동시,당북동 333-93번지
855-7100,경상북도 안동시 제비원로 289-1 (안기동),보우종합동물병원,353637.286,343172.6568,경상북도,안동시,안기동 235-17번지
858-8530,"경상북도 안동시 제비원로 152, 안동봉화축협 (광석동)",안동봉화축협동물병원,354009.0855,341897.559,경상북도,안동시,광석동 20-4번지 안동봉화축협
054-858-8575,경상북도 안동시 경북대로 555 (송현동),영민동물병원,351878.7336,343233.2676,경상북도,안동시,송현동 419-1번지
054-858-7553,경상북도 안동시 퇴계로 127 (명륜동),신세계동물병원,354883.3928,342246.6446,경상북도,안동시,명륜동 328-4번지
032-815-7582,"인천광역시 연수구 센트럴로 194, C동 128호 (송도동, 더샵센트럴파크2차상가)",Central 동물병원,168141.7087,432551.8997,인천광역시,연수구,송도동 23-4번지 더샵센트럴파크2차상가 C동 128호
564-2214,전라북도 고창군 고창읍 성산5길 9,연합,172689.1258,215203.0152,전라북도,고창군,고창읍 읍내리 212-19번지
564-8987,전라북도 고창군 대산면 사거1길 77,대산,163153.337,204750.6435,전라북도,고창군,대산면 매산리 244-19
564-1629,전라북도 고창군 고창읍 중앙로 321,한국,173660.4102,215095.0709,전라북도,고창군,고창읍 교촌리 501번지
563-4245,전라북도 고창군 고창읍 고인돌대로 1775,고창중앙 동물병원,171979.4086,215476.1136,전라북도,고창군,고창읍 읍내리 964-1번지
561-0561,전라북도 고창군 고창읍 동리로 137,고창,173349.1554,214845.3022,전라북도,고창군,고창읍 읍내리 169번지
561-2480,전라북도 고창군 흥덕면 부안로 423,고창부안축협동물병원,172347.6753,228603.2281,전라북도,고창군,흥덕면 신덕리 35-6번지
063-562-9154,전라북도 고창군 고창읍 성산8길 39-10,더나은동물병원,172643.679,215423.0822,전라북도,고창군,고창읍 교촌리 233-11번지
063-261-3125,전라북도 완주군 봉동읍 봉동로 133,박동물병원,215098.7574,270757.0076,전라북도,완주군,봉동읍 장기리 225번지
063-229-6649,전라북도 완주군 이서면 콩쥐팥쥐로 1047,광희동물병원,201236.3703,257862.303,전라북도,완주군,이서면 이문리 711-3번지
063-228-7221,전라북도 완주군 이서면 이서로 42,이서동물병원,201860.2757,257750.2131,전라북도,완주군,이서면 상개리 590
904-2345,"경기도 고양시 일산서구 중앙로 1443, 가람상가 208호 (주엽동)",반딧불 동물병원,178734.0352,463140.2118,경기도,고양시,일산서구 주엽동 110-2번지 가람상가 208호
041-549-2222,"충청남도 아산시 번영로 83, 명종합동물병원 (온천동)",명동물병원,199924.0515,365060.1386,충청남도,아산시,온천동 1353 명종합동물병원
416310970,충청남도 홍성군 홍성읍 충서로 1222-5,임만수 동물병원,169219.4801,342744.9087,충청남도,홍성군,홍성읍 남장리 214-14번지
416333715,"충청남도 홍성군 홍성읍 조양로 203, 1, 2층",대산 동물병원,170615.061,344414.4778,충청남도,홍성군,홍성읍 고암리 948
534-7582,충청남도 아산시 온천대로 1525 (온천동),가나동물병원,200582.9657,364396.1728,충청남도,아산시,온천동 80-5번지
041-544-7744,충청남도 아산시 염치읍 충무로 471-30,아산축산업협동조합(동물병원),200564.8283,368747.9528,충청남도,아산시,염치읍 방현리 296-1번지
041-533-3548,충청남도 아산시 둔포면 둔포로 33,중부벳동물병원,203369.624,380671.6822,충청남도,아산시,둔포면 둔포리 396-1번지
401-0275,"경기도 안산시 단원구 초지2로 67, 한미타워 110호 (초지동)",닥터K동물병원,183620.2664,422745.2608,경기도,안산시,단원구 초지동 734-6번지 한미타워 110호
549-2222,충청남도 아산시 둔포면 둔포면로  12-8,이동물병원,203268.6639,380691.7401,충청남도,아산시,둔포면 둔포리 414-14번지 414-14
545-6796,충청남도 아산시 청운로 159 (권곡동),김광수동물병원,200727.0422,365202.3225,충청남도,아산시,권곡동 537-10번지
544-8556,충청남도 아산시 번영로216번길 36 (모종동),정강동물병원,201129.6018,364440.3585,충청남도,아산시,모종동 580-3번지
041-541-1222,충청남도 아산시 번영로 133 (온천동),온양동물병원,200429.481,364988.6009,충청남도,아산시,온천동 1791번지
041-541-0275,충청남도 아산시 배방읍 북수서로 32,배방동물병원,206160.6631,363542.1627,충청남도,아산시,배방읍 북수리 1213번지
041-547-0275,충청남도 아산시 중앙로 10 (용화동),주앤동물병원,200148.3463,363838.7025,충청남도,아산시,용화동 575번지
415453334,충청남도 아산시 시민로 467-41 (온천동),충무가축병원,199657.4479,365372.675,충청남도,아산시,온천동 1437번지
070-4256-8656,충청남도 홍성군 홍성읍 문화로57번길 19,(주)돼지와건강,169350.1164,343731.3165,충청남도,홍성군,홍성읍 옥암리 8-5
9530460,"충청남도 서천군 서천읍 서천로14번길 25, 서천가축병원",서천가축병원,172653.4369,286234.0377,충청남도,서천군,서천읍 군사리 179-22번지 서천가축병원
041-951-1616,충청남도 서천군 한산면 한마로 65,최가축병원,182190.1772,287310.0565,충청남도,서천군,한산면 지현리 243-2번지
041-950-5875,충청남도 서천군 마서면 금강로 1210,국립생태원동물병원,175045.1391,281026.1957,충청남도,서천군,마서면 송내리 755
835-2198,충청남도 부여군 부여읍 성왕로 202,금강동물병원,191852.8962,309093.5146,충청남도,부여군,부여읍 구아리 141-3번지 3통
835-3760,충청남도 부여군 부여읍 성왕로 182,백동물병원,191722.6629,308923.3052,충청남도,부여군,부여읍 구아리 407-2번지 3통
041-832-8321,충청남도 부여군 부여읍 부장대로 4,한라동물병원,191453.8085,308408.7339,충청남도,부여군,부여읍 동남리 546-6번지
041-833-8275,충청남도 부여군 부여읍 성왕로 190-1,남부여동물병원,191779.168,308991.5493,충청남도,부여군,부여읍 구아리 391
041-833-2211,충청남도 부여군 임천면 성흥로 103,임천동물병원,190276.0647,298754.8265,충청남도,부여군,임천면 군사리 98번지
070-8826-5882,충청남도 부여군 규암면 계백로 76,심동물병원,189883.8742,308336.3187,충청남도,부여군,규암면 규암리 117-5번지 금강타운 102호
754-3058,충청남도 금산군 금산읍 인삼로 89 (노아동물병원),노아동물병원,244192.1615,289268.1378,충청남도,금산군,금산읍 중도리 337-3번지 6통5반
753-8128,충청남도 금산군 금산읍 오리정1길 45,우신동물병원,243873.8346,289490.5597,충청남도,금산군,금산읍 상리 176-25번지 19통4반
751-8880,충청남도 금산군 금산읍 금산로 1444,가믄장 동물병원,243923.5104,289236.8659,충청남도,금산군,금산읍 상리 127-4번지
357-0038,충청남도 당진시 무수동로 109 (읍내동),푸른가축병원,167555.483,376598.1209,충청남도,당진시,읍내동 1252-1
041-363-6288,"충청남도 당진시 신평면 덕평로 1273, 1층 104호",종합동물병원,178040.7343,374200.3285,충청남도,당진시,신평면 상오리 418-9
350-8700,충청남도 당진시 합덕읍 남부로 1377,당진낙협동물병원,176000.296,369882.7264,충청남도,당진시,합덕읍 소소리 513-20
363-2550,충청남도 당진시 신평면 거산3거리길 4 (거산동물병원),거산동물병원,177886.7424,375260.9954,충청남도,당진시,신평면 거산리 161-4번지 거산동물병원
352-6141,충청남도 당진시 무수동로 36 (대덕동),당진종합 동물병원,167602.5279,376227.2122,충청남도,당진시,대덕동 1652
352-8575,"충청남도 당진시 당진중앙1로 227, 상록서점 (읍내동)",행담 동물병원,167406.0387,377486.6553,충청남도,당진시,읍내동 300-7 상록서점
041-350-5568,"충청남도 당진시 무수동7길 42, 축협배합사료공장 (읍내동)",당진축협동물병원,167973.5994,376470.1374,충청남도,당진시,읍내동 산 66-2
356-8575,충청남도 당진시 우두로1길 2 (우두동),현대동물병원,167178.1429,377777.918,충청남도,당진시,우두동 1436번지
041-352-7588,"충청남도 당진시 당진중앙2로 447 (수청동, 로뎀타워 104동)",센트럴동물병원,168469.3066,377749.4017,충청남도,당진시,수청동 999번지 로뎀타워 104동
357-1445,"충청남도 당진시 대덕1로 125-84 (대덕동, 카이저)",제일팜산업동물병원,168423.1988,375949.524,충청남도,당진시,대덕동 1841번지
363-0600,충청남도 당진시 합덕읍 남부로 1409,우리동물병원,176124.0102,369540.4325,충청남도,당진시,합덕읍 소소리 465-1
634-1335,충청남도 홍성군 홍성읍 조양로 196,세종동물병원,170512.5415,344396.5429,충청남도,홍성군,홍성읍 고암리 548-4번지
632-4495,충청남도 홍성군 홍성읍 의사로64번길 32,홍성낙협동물병원,170553.2552,344496.8126,충청남도,홍성군,홍성읍 대교리 91-10번지
667-6171,충청남도 서산시 부춘1로 47 (읍내동),홍성낙협서산지점,150418.0423,365088.4378,충청남도,서산시,읍내동 587-3
665-7588,충청남도 서산시 율지6로 42 (동문동),한서동물의료센터,151992.6,364320.3951,충청남도,서산시,동문동 225-1
041-667-5525,충청남도 서산시 예천9로 5-1(예천동),서산동물병원,150979.8256,362958.1038,충청남도,서산시,예천동 1643
853-6005,충청남도 공주시 우성면 동대리길 78,우성농협,204599.126,329830.9362,충청남도,공주시,우성면 동대리 145-6 145-6
935-1455,충청남도 보령시 천북면 홍보로 417-1,충남동물병원,157371.3515,330505.1323,충청남도,보령시,천북면 하만리 628-4
936-7582,충청남도 보령시 번영로 30 (대천동),제일동물병원,163377.8331,316803.1346,충청남도,보령시,대천동 435-20번지
041-853-1474,충청남도 공주시 웅진로 235 (금성동),중앙동물병원,211036.0059,328883.235,충청남도,공주시,금성동 19-29번지
041-856-8082,충청남도 공주시 관골1길 63 (신관동),금비동물병원,212065.9146,330327.4944,충청남도,공주시,신관동 256-6
041-661-4681,"충청남도 서산시 운산면 해운로 666, 농협중앙회가축개량사업소별관",농협 한우개량사업소 가축병원,161060.7825,362859.0874,충청남도,서산시,운산면 용현리 982 농협중앙회가축개량사업소별관
042-841-7533,충청남도 계룡시 엄사면 전원로 8-1,신도안동물병원,221634.5705,310000.9333,충청남도,계룡시,엄사면 엄사리 168-8
642-2003,충청남도 홍성군 광천읍 광천로 295,임창일동물병원,166399.4554,333344.1375,충청남도,홍성군,광천읍 광천리 237-36번지
632-7775,충청남도 홍성군 홍성읍 조양로 141,충남동물병원,170013.5753,344577.5014,충청남도,홍성군,홍성읍 오관리 285번지
934-0013,충청남도 보령시 한내로 21 (동대동),보령동물병원,164596.1758,316375.0681,충청남도,보령시,동대동 1701번지
641-9332,충청남도 보령시 천북면 하궁길 13,홍성낙농협동조합 천북동물병원,157596.213,331233.8374,충청남도,보령시,천북면 하만리 271-2번지
041-934-0279,충청남도 보령시 동현로 12 (동대동),훈 동물병원,164816.6833,316826.2011,충청남도,보령시,동대동 1354
734-8276,충청남도 논산시 계백로 1006-3 (취암동),캐비어동물병원,207915.8867,300311.9055,충청남도,논산시,취암동 1040-16번지
736-8875,충청남도 논산시 중앙로398번길 2 (취암동),호크종합동물병원,207977.3011,299909.1543,충청남도,논산시,취암동 1051-1번지
041-734-7511,충청남도 논산시 시민로 417 (취암동),데일리동물병원,207688.3089,300103.6263,충청남도,논산시,취암동 581-7번지
563-0075,"충청남도 천안시 서북구 성정두정로 1, 2층 (성정동, 롯데마트)",펫가든동물병원,212478.6637,369462.286,충청남도,천안시,서북구 성정동 1485번지 롯데마트 2층
576-7552,"충청남도 천안시 서북구 쌍용대로 43 (쌍용동, 진주빌딩)",굿모닝24시동물병원,211650.4706,366661.6101,충청남도,천안시,서북구 쌍용동 1176-1
555-7008,충청남도 천안시 동남구 병천면 아우내순대길 16,병천동물병원,226507.9075,362015.384,충청남도,천안시,동남구 병천면 병천리 230-1번지 1통
332-8275,충청남도 예산군 예산읍 역전로 70,한일동물병원,184696.6906,353818.9782,충청남도,예산군,예산읍 주교리 225-9번지
631-5735,충청남도 홍성군 홍성읍 의사로36번길 51,한길동물병원,170966.0624,344619.6579,충청남도,홍성군,홍성읍 대교리 731번지
634-8767,"충청남도 홍성군 홍성읍 법원1길 12, 203호",신베트,168761.576,344391.5595,충청남도,홍성군,홍성읍 월산리 859-8번지 203호
633-4287,"충청남도 홍성군 홍북읍 충남대로 140, SFC타워 4층 404호",피그월드 동물병원,171876.2176,350590.1932,충청남도,홍성군,홍북읍 신경리 942 SFC타워
631-7582,충청남도 홍성군 홍성읍 조양로 190,강남동물병원,170451.6562,344409.106,충청남도,홍성군,홍성읍 고암리 536-1번지
041-633-4200,충청남도 홍성군 홍성읍 조양로151번길 25,강영석동물병원,170123.3836,344660.8124,충청남도,홍성군,홍성읍 오관리 297-29번지
555-1075,충청남도 천안시 서북구 성정중4길 3 (성정동),페트로 동물병원,211839.8916,369597.6735,충청남도,천안시,서북구 성정동 1230번지
735-3113,충청남도 논산시 중앙로 504 (대교동),논산동물병원,207359.4812,300776.0527,충청남도,논산시,대교동 112-1번지 2통
735-3490,충청남도 논산시 중앙로480번길 42 (반월동),중앙동물병원,207845.9832,300617.1271,충청남도,논산시,반월동 41-8번지 1통
745-4376,충청남도 논산시 강경읍 옥녀봉로19번길 38-1,서동물병원,201255.9465,295365.3645,충청남도,논산시,강경읍 염천리 81번지
"742-4287,8",충청남도 논산시 연무읍 안심로127번길 11-2,가나동물병원,208847.1618,292244.8653,충청남도,논산시,연무읍 안심리 1-155번지
041-730-2200,충청남도 논산시 시민로194번길 1 (내동),논산계룡축협 동물병원,208827.3199,298264.4111,충청남도,논산시,내동 931
733-4290,충청남도 논산시 관촉로 288 (취암동),유명동물병원,208088.7189,300431.3572,충청남도,논산시,취암동 1039-11번지
567-7577,"충청남도 천안시 서북구 두정로 114, 102호 (두정동, 두정빌딩)",한빛동물병원,211472.5821,370260.843,충청남도,천안시,서북구 두정동 544번지 두정빌딩 102호
523-7975,"충청남도 천안시 서북구 불당26로 144, 상가1동 203호 (불당동, 천안불당파크푸르지오1단지)",닥터 전 동물병원,209610.7003,368847.9024,충청남도,천안시,서북구 불당동 1492 천안불당파크푸르지오1단지
673-1523,충청남도 태안군 안면읍 구억말길 18-21,현대 동물 병원,141486.0541,335423.2844,충청남도,태안군,안면읍 승언리 1223번지
672-0679,충청남도 태안군 태안읍 환동로 72-2,선 동물 병원,136920.1936,361575.3978,충청남도,태안군,태안읍 남문리 462-6번지
041-675-8275,충청남도 태안군 태안읍 후곡로 111 (진경빌딩 1층),태안 동물병원,137725.6496,360809.044,충청남도,태안군,태안읍 남문리 713-1
041-672-0346,충청남도 태안군 태안읍 중앙로 31-2,최기중 동물병원,136841.0682,361848.1244,충청남도,태안군,태안읍 남문리 504-8
041-675-3378,충청남도 태안군 태안읍 동백로 206,이창석 동물병원,136859.6501,361433.8295,충청남도,태안군,태안읍 남문리 636-2번지
041-675-4675,"충청남도 태안군 태안읍 중앙로 144, 1층 (동안아파트)",라온 반려 동물병원,137775.3347,361217.8026,충청남도,태안군,태안읍 동문리 342-3번지
041-554-0075,"충청남도 천안시 서북구 한들2로 8, 1층 101호 (백석동, 정석프라자빌딩)",다함동물병원,210536.796,369135.569,충청남도,천안시,서북구 백석동 150-2번지
567-7552,충청남도 천안시 서북구 삼성대로 20 (백석동),웰니스동물병원,210827.4596,370795.6531,충청남도,천안시,서북구 백석동 1047
041-523-0079,"충청남도 천안시 서북구 검은들3길 48 (불당동, 현대프라자)",불당동물병원,209638.155,367642.93,충청남도,천안시,서북구 불당동 728
041-555-2575,"충청남도 천안시 서북구 동서대로 7, 2층 (백석동, 이현빌딩)",나우동물의료센터,211028.7004,369209.4127,충청남도,천안시,서북구 백석동 9-3
041-554-7700,"충청남도 천안시 서북구 불당34길 26, 1층 9,10,11호 (불당동)",천안모아동물병원,209444.884,367328.9179,충청남도,천안시,서북구 불당동 1817
041-557-7553,"충청남도 천안시 서북구 불당25로 192, 124호 (불당동, 골든주차타워)",정다운동물병원,209653.4805,368547.5121,충청남도,천안시,서북구 불당동 1487번지
041-549-7582,"충청남도 천안시 서북구 공원로 120, 천안불당2차 중흥s클레스 프라디움레이크 상가3동 103,104호 (불당동)",제이동물병원,208820.7882,365970.9606,충청남도,천안시,서북구 불당동 1284번지 천안불당2차 중흥s클레스 프라디움레이크 성가3동 103호
041-561-8613,"충청남도 천안시 서북구 원두정8길 40, 도정빌딩 (두정동)",더펫동물병원,212202.2479,370102.6809,충청남도,천안시,서북구 두정동 864번지 도정빌딩
041-943-2326,충청남도 청양군 청양읍 칠갑산로 236-2,중앙동물병원,182228.556,327778.022,충청남도,청양군,청양읍 읍내리 202-13번지
041-942-9978,충청남도 청양군 정산면 칠갑산로 1912,정산가축병원,195450.4533,323448.3205,충청남도,청양군,정산면 서정리 156-37번지
041-943-8275,충청남도 청양군 청양읍 칠갑산로 256,종합동물병원,182423.5783,327750.7429,충청남도,청양군,청양읍 읍내리 164-2
041-942-7062,충청남도 청양군 청양읍 문화예술로 109,미래동물병원,181825.5795,327589.9556,충청남도,청양군,청양읍 읍내리 289-5번지
031-885-7475,경기도 여주시 청심로 17-7 (하동),나무동물병원,255103.705,422310.74,경기도,여주시,하동 430-5번지
031-429-7575,"경기도 안양시 동안구 흥안대로 110, 1층,지층 (호계동)",한빛동물병원,196113.5408,429751.1758,경기도,안양시,동안구 호계동 967-24
665-7763,경기도 평택시 청북읍 율북로 13,건국동물병원 (출장진료 전문),198358.2365,394471.6848,경기도,평택시,청북읍 어연리 108-1
031-611-5736,경기도 평택시 송탄로 202 (서정동),한호동물병원,205138.3771,395581.3564,경기도,평택시,서정동 908-2
665-0376,경기도 평택시 청북면 율북로 13,제갈동물병원 (출장진료 전문),198358.2365,394471.6848,경기도,평택시,청북면 어연리 108-1
031-668-9935,경기도 평택시 고덕면 동청1길 35,보람동물병원,200505.4026,394811.6167,경기도,평택시,고덕면 동청리 25-8
657-1062,경기도 평택시 평택로 80 (평택동),맥동물병원,207485.1999,388052.9408,경기도,평택시,평택동 71-6
655-1101,"경기도 평택시 평택로 17, 1층 104호 (평택동, 롯데인벤스 스카이)",이모란동물병원,207845.6552,387444.1961,경기도,평택시,평택동 316번지 롯데인벤스 스카이 104호
611-1766,경기도 평택시 지산로 34 (지산동),필립동물병원,205148.3879,397470.1263,경기도,평택시,지산동 777
654-2505,경기도 평택시 문화촌로11번길 51-11 (비전동),믿음동물병원(출장진료 전문),209985.536,388454.625,경기도,평택시,비전동 866-11
655-6941,경기도 평택시 평택로 69 (평택동),PET25시동물병원,207516.742,387938.6859,경기도,평택시,평택동 59-39
031-374-4644,경기도 오산시 성호대로 36 (오산동),진선동물병원,205721.881,405254.8806,경기도,오산시,오산동 609-55번지
031-377-7582,경기도 오산시 성호대로 108 (원동),오산동물병원,206439.0862,405201.8144,경기도,오산시,원동 754-3번지
031-374-1175,경기도 오산시 대원로 37-1 (원동),원 종합동물병원,206382.3625,404971.8193,경기도,오산시,원동 758-8번지
031-373-8486,"경기도 오산시 경기대로 174, 다모아프라자 101,102호 (원동)",우리동물병원,206486.9441,404277.5739,경기도,오산시,원동 372-1 다모아프라자
031-374-2579,"경기도 오산시 수청로 189, 웅신아트프라자 104,202호 (금암동)",미소 동물병원,204004.3335,408331.9498,경기도,오산시,금암동 516-6 웅신아트프라자
031-378-1514,"경기도 오산시 원동로 6, 파크스퀘어 105,106호 (원동)",저스트벳 동물병원,206118.2736,404474.5956,경기도,오산시,"원동 841번지 파크스퀘어 105,6호"
031-374-1275,"경기도 오산시 오산로 91-10 (갈곶동, 광성빌딩 101호)",참동물병원,206030.2738,403734.3796,경기도,오산시,갈곶동 659-1번지 광성빌딩 101호
655-4980,경기도 평택시 평택로 105 (통복동),종합동물병원,207286.4904,388238.0736,경기도,평택시,통복동 109-3번지
651-8272,경기도 평택시 평남로 655 (비전동),튼튼동물병원,209478.988,387879.8551,경기도,평택시,비전동 191-2번지
031-652-8921,"경기도 평택시 중앙2로 79, 1층 (합정동)",이형윤동물병원,208463.8935,387727.9292,경기도,평택시,합정동 507-19
031-657-4671,"경기도 평택시 평남로 1050, 1층 103호 (동삭동)",two현동물병원,208354.0591,389814.7352,경기도,평택시,동삭동 662-4 103호
031-692-7114,경기도 평택시 팽성읍 안정쇼핑로 3,강남동물병원,203786.0384,384175.7793,경기도,평택시,팽성읍 안정리 113-224
031-682-2470,경기도 평택시 안중읍 안중로99번길 13-1,오암동물병원,193467.3984,387590.5082,경기도,평택시,안중읍 안중리 245-17
662-4805,경기도 평택시 탄현로 310-1 (지산동),심재훈동물병원,204843.2409,397593.3018,경기도,평택시,지산동 766-4번지
031-262-8700,경기도 용인시 수지구 수지로296번길 30 (풍덕천동),순수동물병원,208115.9237,424557.8241,경기도,용인시,수지구 풍덕천동 697-3번지
031-892-7775,"경기도 용인시 수지구 성복1로 106, 107호 (성복동, 벽산프라자)",해담은동물병원,205983.2143,423862.2715,경기도,용인시,수지구 성복동 278-1번지
031-272-7583,"경기도 용인시 수지구 성복2로 100, 113호 (성복동, 예반아이엔프라자)",즐거운동물병원,206620.0129,423723.246,경기도,용인시,수지구 성복동 162-2번지 예반아이엔프라자 113호
263-3575,"경기도 용인시 수지구 성복2로76번길 26-3, B101호 (성복동, 드림타워)",성복동물병원,207102.8211,423695.354,경기도,용인시,수지구 성복동 740-1번지 6통3반 드림타워 B101호
031-320-8936,경기도 용인시 처인구 포곡읍 에버랜드로376번길 1-27,삼성안내견학교 부속동물병원,218290.8222,422276.7225,경기도,용인시,처인구 포곡읍 유운리 505
031-264-7502,"경기도 용인시 수지구 대지로 58 (죽전동, 선진포리스트)",죽전예담동물병원,210159.3502,425189.4549,경기도,용인시,수지구 죽전동 1254-3번지 104호
031-898-4300,경기도 용인시 수지구 포은대로 450 (풍덕천동),하임동물병원,208812.7787,424478.1333,경기도,용인시,수지구 풍덕천동 100-17
031-548-2911,"경기도 용인시 수지구 신봉2로 115-46, 1층 (신봉동)",어울림동물병원,206069.7208,425242.6033,경기도,용인시,수지구 신봉동 955-1번지
312127515,"경기도 용인시 수지구 광교마을로 91, 102,103호 (상현동)",광교호수 동물병원,206551.74,421754.6407,경기도,용인시,수지구 상현동 1130-2
031-261-7512,"경기도 용인시 수지구 포은대로 552, 3층 (죽전동, 이마트)",죽전 쿨펫동물병원,209673.344,424823.6777,경기도,용인시,수지구 죽전동 1282
