id,phone_number,street_address,hospital_name,longitude,latitude,province,city,detailcity
189,2645-1475,"서울특별시 양천구 등촌로 218, 혜인빌딩 (목동)",혜인종합 동물병원,187904,449663,서울특별시,양천구,목동 613-8번지 혜인빌딩
190,02-2643-8204,서울특별시 양천구 중앙로 230 (신정동),다온동물병원,187079,446117,서울특별시,양천구,신정동 1052-3
191,354-0087,"서울특별시 은평구 증산로 413, 동현빌딩 1층 (신사동)",야옹동물병원,192318,454553,서울특별시,은평구,신사동 35-20 동현빌딩
192,537-7412,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 143호 (반포동)",신세계 동물병원,200006,444681,서울특별시,서초구,반포동 18-3번지 래미안퍼스티지 중심상가 143호
193,02-387-8275,"서울특별시 은평구 진관2로 67, 202동 B층 01호 (진관동, 은평뉴타운우물골아파트)",서울햇빛동물병원,193271,459139,서울특별시,은평구,진관동 82번지 은평뉴타운우물골아파트 두산위브 202동 B01호
194,02-6052-8275,서울특별시 서초구 서래로 38 (반포동),서래동물병원,199800,444017,서울특별시,서초구,반포동 91-10
195,382-7511,"서울특별시 은평구 진관4로 87, 629동 116호 (진관동, 은평뉴타운상림마을)",한빛동물병원,193651,460623,서울특별시,은평구,진관동 5번지 은평뉴타운상림마을 629동 116호
196,02-523-0275,"서울특별시 서초구 서초대로4길 4, 대진빌딩 1층 (방배동)",심바동물병원,198622,442586,서울특별시,서초구,방배동 951-3 대진빌딩
197,25366469,"서울특별시 서초구 신반포로 257, 뉴타운 지하1층 (잠원동)",해뜨는 동물병원 해질녘책방,201104,445267,서울특별시,서초구,잠원동 58-24 뉴타운
198,2208-0329,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",닥터 아이펫 동물병원,207655,454994,서울특별시,중랑구,상봉동 99-10
199,3421-9075,"서울특별시 중랑구 신내로 201, 2층 (신내동, 홈플러스)",도그플러스 동물병원,208209,457055,서울특별시,중랑구,신내동 645번지 홈플러스 2층
200,02-433-3387,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",행복이 있는 동물병원,208614,456170,서울특별시,중랑구,신내동 405-5번지
201,02-494-7775,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",보담동물병원,208533,454187,서울특별시,중랑구,면목동 17-31번지
202,222810049,"서울특별시 성동구 금호로 105, 비201호 (금호동2가, 래미안하이리버 상가동)",금호동물병원,202099,449892,서울특별시,성동구,금호동2가 1217번지 래미안하이리버 상가동 비201호
203,2643-7579,"서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)",오라고동물병원,188169,449702,서울특별시,양천구,목동 603-2번지 대우마이빌 102호
204,6348-1982,"서울특별시 양천구 목동중앙서로 42, 1층 (목동)",팜랜드동물병원,188306,447852,서울특별시,양천구,목동 799-1번지 1층
205,2651-1855,"서울특별시 양천구 목동중앙본로 100, 101호 (목동)",대현동물병원,188521,449143,서울특별시,양천구,목동 531-13 101호
206,6959-8448,"서울특별시 양천구 남부순환로 421, 1층 (신월동)",서서울호수동물병원,185118,447574,서울특별시,양천구,신월동 130-5번지 1층
207,02-2297-7570,"서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)",바른동물병원,201670,449301,서울특별시,성동구,금호동4가 800번지 금호동대우아파트 상가동 206호
208,02-2291-8275,서울특별시 성동구 마장로 296 (마장동),기린동물병원,203710,451491,서울특별시,성동구,마장동 791-9번지
209,02-595-8875,"서울특별시 서초구 방배로 269, 109호 (방배동)",한나동물병원,198846,443826,서울특별시,서초구,방배동 758-2번지
210,02-574-7582,서울특별시 서초구 태봉로2길 30 (우면동),서초힐스동물병원,202274,439921,서울특별시,서초구,우면동 737 6단지상가 104호
211,388-3008,서울특별시 은평구 은평로 29 (신사동),늘푸른동물병원,192072,455109,서울특별시,은평구,신사동 20-24번지
212,597-7522,"서울특별시 서초구 방배로 76, 머리재빌딩 1층 105호 (방배동)",프렌즈동물병원,199783,442112,서울특별시,서초구,방배동 984-1 머리재빌딩 105호
213,02-3473-0911,"서울특별시 서초구 효령로 95, 우성빌딩 1층 (방배동)",반려동물 의료센터 다울,199453,442064,서울특별시,서초구,방배동 915-10 우성빌딩
214,02-586-7501,서울특별시 서초구 효령로 384 (서초동),메디펫 동물병원,202224,442820,서울특별시,서초구,서초동 1343-1
215,02-2135-9119,"서울특별시 서초구 신반포로 162 (반포동, 르본시티 2층)",헬릭스동물메디컬센터,200115,444741,서울특별시,서초구,반포동 19-1 르본시티 2층
216,02-521-8181,"서울특별시 서초구 반포대로 89, 1층 (서초동, 유민빌딩)",에이원동물병원,200735,442882,서울특별시,서초구,서초동 1538-9 유민빌딩 1층
217,354-4110,서울특별시 은평구 통일로 697 (녹번동),녹번동물병원,193903,456198,서울특별시,은평구,녹번동 117-112번지
218,2692-8255,서울특별시 양천구 신월로 149 (신월동),파란종합 동물병원,185810,446161,서울특별시,양천구,신월동 546-25
219,358-7566,"서울특별시 은평구 서오릉로 80(대조동, 북한산 포레스트)",새은평동물의료센터,193060,456143,서울특별시,은평구,대조동 179-16 북한산 포레스트
220,02-577-7475,서울특별시 서초구 마방로6길 18 (양재동),사랑의동물병원,203660,441406,서울특별시,서초구,양재동 257-2
221,02-577-3690,서울특별시 서초구 동산로 66 (양재동),한 동물병원,203998,441078,서울특별시,서초구,양재동 377-4
222,02-2299-3283,서울특별시 성동구 독서당로 200 (옥수동),함께하는동물병원,201090,448973,서울특별시,성동구,옥수동 263-1번지
223,02-3444-7509,서울특별시 서초구 강남대로 525-3 (반포동),라파엘동물병원,201866,445173,서울특별시,서초구,반포동 722-29
224,2606-1990,서울특별시 양천구 지양로 52 (신월동),일오삼동물병원,185337,446489,서울특별시,양천구,신월동 972-6
225,2655-2258,서울특별시 양천구 공항대로 636 (목동),행복한동물병원,188919,449389,서울특별시,양천구,목동 515-1
226,2644-0069,서울특별시 양천구 목동로 181 (신정동),상아동물병원,187944,446945,서울특별시,양천구,신정동 995-4번지
227,2648-8275,서울특별시 양천구 목동서로 57 (목동),목동 동물병원,189311,448276,서울특별시,양천구,목동 907-10번지
228,02-6215-3416,"서울특별시 중랑구 동일로 640, 지하 2층 (면목동)",로얄동물암치료센터,207018,453915,서울특별시,중랑구,면목동 146-75
229,02-2233-6675,"서울특별시 중구 다산로36길 83, 1층 (신당동)",신당 좋아요 동물병원,201619,450917,서울특별시,중구,신당동 44-17
230,02-2281-8122,서울특별시 성동구 무학로 16 (홍익동),라임동물병원,202609,451473,서울특별시,성동구,홍익동 398-2번지
231,973-1953,"서울특별시 중랑구 동일로 920, 3층 (묵동)",태능동물병원,206780,456698,서울특별시,중랑구,묵동 175-2 3층
232,439-8300,"서울특별시 중랑구 면목로 341, 혜원동물병원 (면목동)",혜원동물병원,207729,453342,서울특별시,중랑구,면목동 497-7번지 혜원동물병원
233,434-5465,서울특별시 중랑구 면목로 269 (면목동),보람동물병원,207505,452751,서울특별시,중랑구,면목동 353-4번지
234,435-0166,서울특별시 중랑구 겸재로 187 (면목동),엔젤동물병원,207735,454058,서울특별시,중랑구,면목동 102-51번지
235,974-0339,"서울특별시 중랑구 동일로 899, 1층 (묵동)",홍상희동물병원,206764,456484,서울특별시,중랑구,묵동 239-76
236,435-2275,"서울특별시 중랑구 면목로 442-1, 1층 (면목동)",하스펫탈동물병원,207610,454366,서울특별시,중랑구,면목동 225-7
237,2651-8575,서울특별시 양천구 목동중앙북로 37 (목동),미니주동물병원,188251,449541,서울특별시,양천구,목동 601-6
238,3422-0001,"서울특별시 중랑구 봉화산로 103, 1층 (중화동, 삼일시티빌)",신내동물병원,207500,455602,서울특별시,중랑구,중화동 11-36번지 삼일시티빌 1층
239,2207-0073,"서울특별시 중랑구 봉화산로 39-1, 유정빌딩 2층 (중화동)",진정훈동물병원,206886,455497,서울특별시,중랑구,중화동 305-44 유정빌딩
240,493-7582,서울특별시 중랑구 면목로 311 (면목동),성지동물병원,207684,453072,서울특별시,중랑구,면목동 634-5
241,492-7582,"서울특별시 중랑구 용마산로 532, 금란동물병원 (망우동)",금란동물병원,208814,455130,서울특별시,중랑구,망우동 364-27 금란동물병원
242,2208-7533,"서울특별시 중랑구 동일로 640, 지하 1층, 4층  (면목동)",로얄동물외과수술센터,207018,453915,서울특별시,중랑구,면목동 146-75
243,332-2883,서울특별시 서대문구 연희로25길 101 (연희동),연희동물병원,193930,451877,서울특별시,서대문구,연희동 89-9번지
244,535-7579,"서울특별시 서초구 잠원로 221, 상가동 2층 (잠원동, 한강아파트)",리즈동물병원,201268,446565,서울특별시,서초구,잠원동 49-8번지
245,02-3395-0075,"서울특별시 성동구 행당로 76, 110호 (행당동, 한진노변상가)",평생피부과동물병원,202511,450401,서울특별시,성동구,행당동 346 한진노변상가 110호
246,2062-1110,"서울특별시 양천구 목동중앙로 43 (목동,106호)",리즈동물병원,188395,447929,서울특별시,양천구,목동 773-3 106호
247,2643-7882,서울특별시 양천구 목동남로4길 6-11 (신정동),참사랑동물병원,188003,445120,서울특별시,양천구,신정동 337-7
248,384-7743,서울특별시 은평구 연서로 185 (갈현동),금쪽같은내새끼 동물병원,192675,457006,서울특별시,은평구,갈현동 462-25번지
249,355-7931,서울특별시 은평구 갈현로 35 (신사동),한마음동물병원,191993,455412,서울특별시,은평구,신사동 9-34번지
250,02-6953-8275,"서울특별시 은평구 진관2로 77, 205동 지하1층 B104호 (진관동, 은평뉴타운우물골)",우리덕구동물병원,193537,459137,서울특별시,은평구,진관동 83번지 은평뉴타운우물골 205동 B104호
251,02-373-5555,"서울특별시 은평구 증산로9길 26-23, 지하1층 (증산동)",가든펫동물병원,191854,453852,서울특별시,은평구,증산동 202-27번지 지하1층
252,387-6920,서울특별시 은평구 응암로 261 (응암동),응암동물병원,192719,454775,서울특별시,은평구,응암동 119-17번지
253,357-8538,서울특별시 은평구 통일로 879 (갈현동),김정복동물병원,192830,457674,서울특별시,은평구,갈현동 394-19번지
254,356-1656,서울특별시 은평구 불광로 37 (불광동),불광동물병원,193731,456557,서울특별시,은평구,불광동 274-10번지
255,304-5553,서울특별시 은평구 응암로 226 (응암동),한얼동물병원,192681,454418,서울특별시,은평구,응암동 576-25번지
256,02-835-7572,서울특별시 영등포구 신길로 70 (신길동),신풍동물종합병원,191845,444053,서울특별시,영등포구,신길동 3611번지
257,833-0309,서울특별시 영등포구 여의대방로35길 1(신길동),대방동물병원,192894,444361,서울특별시,영등포구,신길동 628
258,2207-9931,서울특별시 중랑구 면목로 273 (면목동),주연동물병원,207501,452781,서울특별시,중랑구,면목동 353-25번지
259,432-7530,서울특별시 중랑구 신내로10길 7 (신내동),진서동물병원,208401,455823,서울특별시,중랑구,신내동 571-8번지
260,436-7311,서울특별시 중랑구 망우로 415(망우동),세진동물병원,208613,455266,서울특별시,중랑구,망우동 488-14
261,492-9303,"서울특별시 중랑구 겸재로 207, 1층 (면목동)",숲속동물병원,207929,454115,서울특별시,중랑구,면목동 103-4 1층
262,02-365-7582,"서울특별시 서대문구 신촌로35길 10, 지하1층 424호 (북아현동, e편한세상신촌 4단지)",마음을 나누는 동물병원,196030,450666,서울특별시,서대문구,북아현동 136-21 e편한세상신촌 4단지
263,3217-1081,서울특별시 서대문구 통일로 489 (홍은동),신영동물병원,194714,454374,서울특별시,서대문구,홍은동 217-30번지 나호
264,437-7579,서울특별시 중랑구 사가정로 363 (면목동),면목동물병원,207430,453216,서울특별시,중랑구,면목동 606-6번지
265,234220977,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)",하니동물병원,207990,457184,서울특별시,중랑구,신내동 648번지 디아뜨갤러리
266,2208-6788,"서울특별시 중랑구 겸재로 165, 1,2층 (면목동)",한국동물메디컬센터(KAMC),207517,453991,서울특별시,중랑구,"면목동 119-10 1,2층"
267,02-333-8632,서울특별시 서대문구 연희로 132 (연희동),라파엘종합동물병원,194016,451883,서울특별시,서대문구,연희동 88-20번지
268,309-8275,"서울특별시 서대문구 거북골로 120, 상가 205동 (남가좌동, DMC센트레빌)",프란다스동물병원,192480,452635,서울특별시,서대문구,남가좌동 381 DMC센트레빌 상가 205동
269,02-2088-7775,서울특별시 송파구 오금로 147 (방이동),샤인동물메디컬센터,209788,445412,서울특별시,송파구,방이동 108-7
270,955-8400,서울특별시 도봉구 도봉로 875 (도봉동),도담동물병원,203948,464475,서울특별시,도봉구,도봉동 562-26
271,043-240-7654,"충청북도 청주시 청원구 오창읍 중부로 1555, 1층",오성동물병원,243880,362716,충청북도,청주시,청원구 오창읍 화산리(華山) 278-8
272,062-971-7511,"광주광역시 광산구 월계로 203, 123호 (월계동)",비타민동물병원,186070,190524,광주광역시,광산구,월계동 893-9번지
273,054-781-7782,"경상북도 울진군 울진읍 울진중앙로 39, 킴스동물병원",킴스동물병원,413380,389810,경상북도,울진군,울진읍 읍내리 219-6 킴스동물병원
274,031-781-7582,"경기도 성남시 분당구 판교역로14번길 20, (주)코레드디엔씨 2층 201호 (백현동)",365동판교동물병원,209799,431494,경기도,성남시,분당구 백현동 564-5번지 (주)코레드디엔씨 201호
275,02-2643-2777,"서울특별시 양천구 등촌로 114, 목동한강팰리스 1층 (목동)",가온동물병원,187917,448665,서울특별시,양천구,목동 721-1번지 목동한강팰리스
276,435-3336,"경상북도 김천시 혁신3로 5, 율곡스퀘어Ⅲ 1층 110호 (율곡동)",율곡동물병원,306462,291475,경상북도,김천시,율곡동 780번지 율곡스퀘어Ⅲ
277,062-416-7975,"광주광역시 북구 대자로 36, MVG#78 304,305,306호 (운암동)",24시 블루밍 동물병원,188635,186022,광주광역시,북구,운암동 439-1 MVG#78
278,02-941-7900,"서울특별시 강북구 월계로 3, 덕신빌딩 4층 (미아동)",24시루시드동물메디컬센터,202635,456360,서울특별시,강북구,미아동 42-11 덕신빌딩 4층
279,062-716-4282,광주광역시 남구 서문대로 665 (진월동),은하수 동물병원,190672,180041,광주광역시,남구,진월동 264-3
280,031-8011-3690,"경기도 이천시 중리천로 135, 미래캐슬2동 (중리동)",24시큰사랑동물병원,239811,419357,경기도,이천시,중리동 468-24
281,054-277-5809,경상북도 포항시 남구 형산강북로 99 (효자동),관문동물병원,410708,280804,경상북도,포항시,남구 효자동 594-4번지
282,322017575,"경기도 부천시 부흥로303번길 62, 그린프라자 (중동)",24시 웰니스 동물 의료센터,180118,443928,경기도,부천시,중동 1128 그린프라자
283,02-455-5975,"서울특별시 광진구 자양로 48, 104호 (자양동)",아이본 동물병원,207510,447795,서울특별시,광진구,자양동 681
284,031-948-6669,"경기도 파주시 심학산로423번길 7-33, 준프라자 2층 201호 (목동동)",산내동물병원,176763,468587,경기도,파주시,목동동 1136-3
285,02-566-5852,"서울특별시 강남구 역삼로 138, 동광빌딩 1층 (역삼동)",하나카동물병원,203000,443559,서울특별시,강남구,역삼동 834-45번지 동광빌딩 1층
286,053-631-7975,"대구광역시 달서구 조암로 48, 원더풀스파랜드 203호 (월성동)",돌봄동물메디컬클리닉,337665,259315,대구광역시,달서구,월성동 1540-2번지 원더풀스파랜드 203호
287,062)571-1275,"광주광역시 북구 첨단연신로91번길 30, 106, 107호 (신용동)",마음동물병원,187290,189708,광주광역시,북구,신용동 710번지
288,02-549-9773,"서울특별시 강남구 압구정로 151, 상가 1동 201호 (압구정동, 현대아파트)",튼튼동물병원,202094,447109,서울특별시,강남구,압구정동 426번지 현대아파트 상가 1동 201호
289,053-637-5287,대구광역시 달서구 갈밭로4길 20 (대곡동),수목원동물병원,338276,256963,대구광역시,달서구,대곡동 1071-2번지
290,2517975,"전라북도 전주시 덕진구 세병로 41, B104호 (송천동2가, 에코시티 데시앙 4블럭)",에코동물병원,211706,263756,전라북도,전주시,덕진구 송천동2가 1311 에코시티 데시앙 4블럭
291,063-581-7582,전라북도 부안군 부안읍 번영로 82-1,닥터 홍 동물병원,175443,247415,전라북도,부안군,부안읍 서외리 432-21번지
292,055-331-7575,"경상남도 김해시 해반천로130번길 39, 코아루센텀 오피스텔 2층 (삼계동)",다봄 동물의료센터,370251,197279,경상남도,김해시,삼계동 1505-4번지 코아루센텀 오피스텔
293,062-251-7582,"광주광역시 북구 설죽로 298, 1,2층 (오치동)",동행동물병원,190690,187448,광주광역시,북구,오치동 785-6
294,031-766-3463,"경기도 광주시 태전동로 25, 퍼스트타워 1층 104호 (태전동)",하하동물병원,220693,431657,경기도,광주시,태전동 162-5번지
295,031-715-3575,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)",분당데이지동물병원,210135,429265,경기도,성남시,분당구 정자동 117-1번지 스포라이프 스포츠센타 107호
296,02-426-7722,"서울특별시 강동구 아리수로 421, MIDC빌딩 101호 (강일동)",아프리카동물병원,215311,451386,서울특별시,강동구,강일동 679-2번지 MIDC빌딩
297,032-777-0975,"인천광역시 연수구 신송로 165-19, 2층 201,202호 (송도동)",라파엘 동물병원,168684,432784,인천광역시,연수구,송도동 21-24
298,431-7580,"인천광역시 남동구 논고개로 80, 202호 (논현동)",해와달동물병원,175718,433046,인천광역시,남동구,논현동 733-5번지
299,031-863-8370,경기도 양주시 남면 감악산로244번길 33,캐나다동물병원,198082,487333,경기도,양주시,남면 신산리 72-10
300,031-791-8275,"경기도 하남시 미사강변대로54번길 125, 상아프라자2 2층 201호 (풍산동)",미사 센트럴 동물병원,216583,450640,경기도,하남시,"풍산동 502-1 상아프라자2, 2층 201호"
301,421-7582,"대구광역시 중구 남산로6안길 47, 1층 101, 105호 (남산동, 로하스남산)",남산연합동물병원,343206,263019,대구광역시,중구,남산동 2118-2 로하스남산 101호
302,262170202,"서울특별시 동대문구 전농로 57-1, 1층,2층,지하1층 동대문 루시드 동물메디컬센터 (답십리동)",동대문 루시드 동물메디컬센터,204959,451984,서울특별시,동대문구,답십리동 259-22
303,062-945-1275,"광주광역시 광산구 풍영로 189, 1층 (장덕동)",치유동물병원,182976,187702,광주광역시,광산구,장덕동 1597
304,051-526-7588,"부산광역시 동래구 명장로 58, 1층 (명장동)",포레동물병원,391830,191510,부산광역시,동래구,명장동 145-6
305,041-338-7541,"충청남도 예산군 삽교읍 신촌길 11-12, 지상동 1층",소정동물병원,170788,352895,충청남도,예산군,삽교읍 신리 316-46
306,267-7582,"충청북도 청주시 서원구 복대로 40, 2층 (개신동)",한샘동물병원,239760,346718,충청북도,청주시,서원구 개신동 623
307,055-921-5959,"경상남도 진주시 개양로 112, 신진주역세권 줌테라스 1층 103호 (가좌동)",해뜨는 동물병원,301821,184498,경상남도,진주시,가좌동 2068-1 신진주역세권 줌테라스
308,041-585-7575,"충청남도 천안시 서북구 직산읍 봉주로 17, 삼은리 빌딩 1층 102호",늘봄 동물병원,213167,375077,충청남도,천안시,서북구 직산읍 삼은리 76-118
309,426362947,대전광역시 동구 한밭대로 1249 (용전동),동물진료법인피케이동물병원,239077,317387,대전광역시,동구,용전동 13-5
310,054-873-1195,경상북도 청송군 진보면 진보로 264,청송영양축협 동물병원,384382,338739,경상북도,청송군,진보면 각산리 226
311,053-639-6366,대구광역시 달서구 월곡로 249 (상인동),가람동물병원,339051,258493,대구광역시,달서구,상인동 240-9번지
312,053-652-7582,대구광역시 달서구 월배로39길 4-1 (상인동),제이엘동물병원,338601,258682,대구광역시,달서구,상인동 188-4번지
313,053-653-5549,대구광역시 달서구 달구벌대로 1736 (두류동),광장동물병원,340409,262955,대구광역시,달서구,두류동 487-25번지
314,053-562-1132,대구광역시 달서구 달구벌대로 1658 (감삼동),용산종합동물병원,339717,262614,대구광역시,달서구,감삼동 105-1
315,053-584-2757,대구광역시 달서구 달구벌대로 1220 (이곡동),온누리동물병원,335506,262291,대구광역시,달서구,이곡동 541-9번지
316,"582-3363,562-1729",대구광역시 달서구 달구벌대로 1328 (이곡동),문종합동물병원,336561,262207,대구광역시,달서구,이곡동 1000-125번지
317,053-652-0815,"대구광역시 달서구 구마로 218, 2층 (송현동)",세림종합동물병원,340113,260738,대구광역시,달서구,송현동 56-1번지 나동 2층
318,581-7535,대구광역시 달서구 달구벌대로 1223 (이곡동),미르동물병원,335541,262361,대구광역시,달서구,이곡동 538-3
319,959-3959,대구광역시 동구 아양로 227 (신암동),박동물병원,347835,266406,대구광역시,동구,신암동 1476번지
320,965-7975,"대구광역시 동구 안심로 389-2 (신서동, 이마트 2층)",쿨펫동물병원,355939,264777,대구광역시,동구,신서동 520-1번지 이마트 2층
321,536072754,"대구광역시 동구 안심로 80 (율하동,롯데마트 4층 동물병원)",쿨펫동물병원,352869,264481,대구광역시,동구,율하동 1117 롯데마트 4층 동물병원
322,053-963-0775,"대구광역시 동구 안심로 389, 1층 (신서동)",앨리스동물병원,355866,264626,대구광역시,동구,신서동 713 1층
323,053-585-1119,대구광역시 달서구 이곡공원로 36 (이곡동),성서종합동물병원,336450,262696,대구광역시,달서구,이곡동 1248-5
324,053-641-1050,대구광역시 달서구 조암로 42 (월성동),오 동물병원,337759,259354,대구광역시,달서구,월성동 1832번지
325,622-7585,대구광역시 달서구 성당로 21 (성당동),두류동물병원,340739,261033,대구광역시,달서구,성당동 211-3번지
326,744-5757,대구광역시 동구 화랑로 413 (방촌동),킴스동물병원,350675,265368,대구광역시,동구,방촌동 1118-120번지
327,983-2069,대구광역시 동구 동촌로 154 (검사동),변수의과의원,349614,266132,대구광역시,동구,검사동 957-41번지
328,959-0121,대구광역시 동구 아양로 216 (효목동),21세기종합동물병원,347722,266319,대구광역시,동구,효목동 64-6번지
329,942-0805,"대구광역시 동구 신암로 70, 2층 (신암동)",동대구동물의료센터,345154,265348,대구광역시,동구,신암동 1293-3
330,782-0210,대구광역시 동구 동대구로 425 (신천동),대경동물병원,346772,264356,대구광역시,동구,신천동 137-4번지
331,944-8575,대구광역시 동구 화랑로 429 (방촌동),이끌림동물병원,350843,265334,대구광역시,동구,방촌동 1118-109
332,426-7011,"대구광역시 동구 동부로 34, 2층 (신천동)",대구동물병원,345910,264967,대구광역시,동구,신천동 538-22번지
333,964-7588,"대구광역시 동구 율하서로 54, 101,102호 (율하동)",율하동물병원,352654,264066,대구광역시,동구,율하동 1292번지
334,053-526-8234,"대구광역시 달서구 구마로 136, 1층 (본동)",박물관옆동물병원,339291,260744,대구광역시,달서구,본동 821-1번지
335,053-651-1101,"대구광역시 달서구 월배로 330-1, 1층 (송현동)",25시종합동물병원,339718,259406,대구광역시,달서구,송현동 798-244 1층
336,592-5930,대구광역시 달서구 선원로 262 (용산동),헬로우동물병원,337346,263104,대구광역시,달서구,용산동 499-1번지
337,638-8275,대구광역시 달서구 월배로 182 (상인동),어진종합동물병원,338562,258560,대구광역시,달서구,상인동 255-2번지
338,952-7227,대구광역시 동구 아양로 17 (신암동),열린동물병원,345860,265810,대구광역시,동구,신암동 799-1번지
339,053-962-3264,대구광역시 동구 경안로 826 (각산동),봄이온동물병원,354734,265350,대구광역시,동구,각산동 444-7번지
340,782-7355,대구광역시 수성구 지범로 69 (지산동),이수의과동물병원,347108,259757,대구광역시,수성구,지산동 1157-22번지
341,752-7535,"대구광역시 수성구 명덕로 421, 4호 (수성동2가)",허동물병원,345939,262813,대구광역시,수성구,수성동2가 60-1번지 4호
342,763-8855,대구광역시 수성구 수성로 151 (중동),수성동물병원,345568,261086,대구광역시,수성구,중동 400-10번지
343,053-638-1558,대구광역시 달서구 월배로 79 (진천동),초록동물병원,337588,258174,대구광역시,달서구,진천동 595-26
344,764-7582,대구광역시 수성구 수성로 85 (상동),올펫 동물병원,345516,260439,대구광역시,수성구,상동 279-2
345,792-0788,대구광역시 수성구 달구벌대로 3258 (신매동),다원 동물병원,354632,261120,대구광역시,수성구,신매동 183
346,755-8355,대구광역시 수성구 국채보상로 1006 (만촌동),메트로 동물병원,348081,264089,대구광역시,수성구,만촌동 950-1번지
347,053-639-0788,대구광역시 달서구 월배로 93 (진천동),위드동물병원,337744,258214,대구광역시,달서구,진천동 576-1번지
348,053-721-7585,대구광역시 달서구 월배로 48 (진천동),두남자동물병원,337310,258056,대구광역시,달서구,진천동 657-1
349,053-631-5575,대구광역시 달서구 조암남로 9 (상인동),하나동물병원,338361,259103,대구광역시,달서구,상인동 1595-3
350,053-636-8272,대구광역시 달서구 한실로 99 (도원동),이룸동물병원,338920,257407,대구광역시,달서구,도원동 1436-9번지
351,053-633-1175,"대구광역시 달서구 진천로 78, 2층 (진천동)",애플동물병원,337643,258327,대구광역시,달서구,진천동 574-1번지
352,053-557-7582,대구광역시 달서구 장기로 207 (본리동),라파동물병원,338848,261439,대구광역시,달서구,본리동 62-6번지
353,053-563-7585,"대구광역시 달서구 달구벌대로 1580, VIP빌딩 1,2,3층 (감삼동)",(주)죽전동물메디컬센터,339032,262260,대구광역시,달서구,감삼동 140-32
354,053-565-7175,대구광역시 달서구 와룡로 156 (감삼동),미소동물병원,338834,261794,대구광역시,달서구,감삼동 171-4번지
355,053-631-9966,대구광역시 달서구 비슬로 2746 (대곡동),24시프라임동물병원,336899,257736,대구광역시,달서구,대곡동 964번지
356,536310209,대구광역시 달서구 비슬로 2692 (대곡동),이솝동물병원,336427,257483,대구광역시,달서구,대곡동 7-6
357,053-638-7585,"대구광역시 달서구 조암로 4, 105호 (월성동, 그루메디컬)",앨리스in동물병원,338114,259533,대구광역시,달서구,월성동 1811 그루메디컬 105호
358,053-567-8275,대구광역시 달서구 용산로 52 (장기동),본리종합동물병원,338238,261308,대구광역시,달서구,장기동 566-4번지
359,053-634-7582,대구광역시 달서구 월배로 165 (진천동),본 동물메디컬센터 외과동물병원,338386,258530,대구광역시,달서구,진천동 44-4
360,053-633-8811,"대구광역시 달서구 월배로 80, 401동 1층 127호 (진천동, 진천역 대성스카이렉스 상가)",해맑은동물병원,337646,258085,대구광역시,달서구,진천동 508번지 진천역 대성스키이렉스 상가1층 401동 127호
361,053-555-7585,대구광역시 달서구 두류공원로 267 (두류동),한마음종합동물병원,340628,262981,대구광역시,달서구,두류동 472-11
362,053-637-7501,"대구광역시 달서구 월배로 166, 1, 2, 5층 (상인동)",탑스동물메디컬센터,338404,258466,대구광역시,달서구,상인동 1439-1
363,053-581-7582,대구광역시 달서구 이곡공원로 19 (이곡동),이곡종합동물병원,336290,262746,대구광역시,달서구,이곡동 1238-6번지
364,053-291-3336,대구광역시 북구 침산로 116 (침산동),아프리카 동물병원,343653,266304,대구광역시,북구,침산동 241-1
365,053-941-0553,대구광역시 북구 대현로 27 (대현동),북부동물병원,344723,266253,대구광역시,북구,대현동 229-19
366,053-475-00799,대구광역시 북구 공항로 12 (복현동),준 동물병원,345891,267577,대구광역시,북구,복현동 209-1
367,341-1155,"대구광역시 북구 침산로 153, 101동 1층 A1호 (침산동, 명성푸르지오)",라라(Lara) 동물병원,343539,266595,대구광역시,북구,침산동 269-10 명성푸르지오 101동 A1호
368,053-357-7588,대구광역시 북구 칠곡중앙대로 373 (태전동),태전동물병원,339580,270979,대구광역시,북구,태전동 1068
369,053-312-7553,"대구광역시 북구 학정로 440, 101호 (구암동, 동재빌딩)",키다리동물병원,341072,272624,대구광역시,북구,구암동 765-2 동재빌딩 101호
370,053-383-0075,"대구광역시 북구 동북로 131, 105동 108,9호 (산격동, 양우내안에아파트 상가)",올리브동물병원,345111,268011,대구광역시,북구,산격동 1838
371,053-352-8277,대구광역시 북구 침산남로 61 (노원동1가),대구24시동물병원,342836,266639,대구광역시,북구,노원동1가 1-8
372,053-958-0075,대구광역시 북구 서변로 65-1 (서변동),가온동물병원,344021,270198,대구광역시,북구,서변동 1746-9
373,352-5630,대구광역시 북구 팔달로41길 12 (노원동2가),경북가축병원,341995,266487,대구광역시,북구,노원동2가 290-3
374,053-311-8275,"대구광역시 북구 칠곡중앙대로 301, 102호 (태전동)",칠곡종합동물병원,339514,270241,대구광역시,북구,태전동 415-1 102호
